Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2022,DC,District of Columbia,District of Columbia,11001,11001009803,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.8,,,20.7,29.0,2968,2233,POINT (-77.0043421 38.8356929),11001009803,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001007604,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,14.2,,,12.4,16.1,3803,3083,POINT (-76.9638007 38.8660921),11001007604,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,DC,District of Columbia,District of Columbia,11001,11001001002,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,33.9,,,29.6,38.5,3643,3218,POINT (-77.0788872 38.9384216),11001001002,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001004704,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.8,,,27.2,36.7,1945,1339,POINT (-77.0114767 38.904566),11001004704,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001000600,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,18.8,,,14.6,23.5,4676,3848,POINT (-77.0675114 38.9368114),11001000600,HLTHOUT,OBESITY,CrdPrv,Obesity
2022,DC,District of Columbia,District of Columbia,11001,11001006400,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,9.6,,,8.8,10.4,2481,2042,POINT (-77.0114342 38.8688572),11001006400,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001004702,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,1.2,,,1.1,1.3,3934,3715,POINT (-77.0136108 38.9008601),11001004702,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001008200,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,4.9,,,4.3,5.5,2695,2360,POINT (-77.000604 38.8918309),11001008200,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001009511,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,51.3,,,48.1,54.6,2066,2042,POINT (-77.0010516 38.9372097),11001009511,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001000501,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,6.1,,,5.6,6.7,3829,3470,POINT (-77.051434 38.9264548),11001000501,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001009204,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,5.3,,,4.7,6.0,2889,2225,POINT (-76.9987071 38.9234161),11001009204,DISABLT,HEARING,CrdPrv,Hearing Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009302,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.7,,,2.5,2.9,1750,1476,POINT (-76.9907773 38.9251636),11001009302,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001008301,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,1.3,,,1.2,1.4,3220,2781,POINT (-77.0008008 38.8970373),11001008301,HLTHOUT,STROKE,CrdPrv,Stroke
2021,DC,District of Columbia,District of Columbia,11001,11001000102,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,91.8,,,89.9,93.6,3417,2929,POINT (-77.0620045 38.905422),11001000102,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2022,DC,District of Columbia,District of Columbia,11001,11001000101,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,4.8,,,4.1,5.5,1406,1288,POINT (-77.0547765 38.9076994),11001000101,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,DC,District of Columbia,District of Columbia,11001,11001007709,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,16.3,,,14.3,18.3,2072,1643,POINT (-76.9675363 38.879862),11001007709,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,DC,District of Columbia,District of Columbia,11001,11001007404,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,25.2,,,23.1,27.5,3637,2449,POINT (-76.9820932 38.8503364),11001007404,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001008804,BRFSS,Disability,Any disability among adults,%,Crude prevalence,25.0,,,21.7,28.4,2417,2063,POINT (-76.9812669 38.9102408),11001008804,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001000704,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,71.5,,,66.4,76.1,2753,2430,POINT (-77.0752384 38.9300215),11001000704,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001009804,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,5.0,,,4.5,5.5,2517,1872,POINT (-76.997258 38.8420148),11001009804,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001001401,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,2.6,,,2.1,3.3,3258,2520,POINT (-77.0706075 38.9653036),11001001401,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001002600,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,6.0,,,5.1,6.9,2592,2021,POINT (-77.0404553 38.9464323),11001002600,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2022,DC,District of Columbia,District of Columbia,11001,11001005003,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,37.1,,,32.6,42.0,2143,2058,POINT (-77.0307609 38.9074041),11001005003,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001000802,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.5,,,71.2,82.9,3327,2669,POINT (-77.0896118 38.9126765),11001000802,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,DC,District of Columbia,District of Columbia,11001,11001009804,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,43.7,,,39.6,48.2,2517,1872,POINT (-76.997258 38.8420148),11001009804,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001007807,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,42.7,,,36.5,48.7,2114,1622,POINT (-76.9210632 38.8985783),11001007807,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001010100,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,2.3,,,2.1,2.5,2699,2625,POINT (-77.0318472 38.9026971),11001010100,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001002101,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,17.9,,,16.3,19.8,5687,4375,POINT (-77.0241312 38.9559119),11001002101,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001007409,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,17.4,,,15.6,19.2,3835,2579,POINT (-76.975165 38.8445818),11001007409,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2021,DC,District of Columbia,District of Columbia,11001,11001006900,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,28.1,,,24.5,32.2,2799,2294,POINT (-76.9873112 38.8836933),11001006900,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001007304,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.8,,,24.3,33.4,4410,3210,POINT (-76.9855591 38.8417979),11001007304,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001009507,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,18.2,,,15.1,21.4,1525,1243,POINT (-76.9977787 38.9584945),11001009507,HLTHOUT,DEPRESSION,CrdPrv,Depression
2022,DC,District of Columbia,District of Columbia,11001,11001007708,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,29.8,,,26.5,33.3,2574,1900,POINT (-76.9606349 38.8871944),11001007708,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2022,DC,District of Columbia,District of Columbia,11001,11001008803,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,2.7,,,2.4,2.9,4036,3569,POINT (-76.9913622 38.9104603),11001008803,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001008804,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,4.6,,,4.2,5.0,2417,2063,POINT (-76.9812669 38.9102408),11001008804,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001005900,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,30.1,,,26.1,34.3,2617,2543,POINT (-77.0149475 38.8959944),11001005900,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,DC,District of Columbia,District of Columbia,11001,11001008702,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,62.5,,,59.6,65.5,3574,3181,POINT (-77.0013085 38.9150961),11001008702,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2022,DC,District of Columbia,District of Columbia,11001,11001001600,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,21.8,,,18.7,25.3,4471,3466,POINT (-77.0382324 38.9849725),11001001600,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001009508,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,25.0,,,21.6,28.9,4243,3497,POINT (-76.9985582 38.9536826),11001009508,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001004402,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,4.4,,,3.8,5.1,2755,2485,POINT (-77.0270354 38.9155152),11001004402,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,DC,District of Columbia,District of Columbia,11001,11001007808,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,66.3,,,61.5,70.9,3792,2833,POINT (-76.9192026 38.8922212),11001007808,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001004802,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.0,,,5.1,9.4,3634,3180,POINT (-77.0188917 38.9062118),11001004802,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001000201,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,5.0,,,4.1,5.9,4108,4079,POINT (-77.0743418 38.9092171),11001000201,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2022,DC,District of Columbia,District of Columbia,11001,11001009903,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,12.1,,,10.7,13.5,2004,1522,POINT (-76.9212121 38.888318),11001009903,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2022,DC,District of Columbia,District of Columbia,11001,11001000101,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,2.1,,,1.9,2.3,1406,1288,POINT (-77.0547765 38.9076994),11001000101,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001000202,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,26.0,,,21.3,31.0,4672,4212,POINT (-77.0696362 38.9063048),11001000202,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001007201,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.1,,,8.0,10.2,2985,2786,POINT (-76.9999179 38.8738481),11001007201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001004402,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.4,,,8.4,10.6,2755,2485,POINT (-77.0270354 38.9155152),11001004402,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001004001,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,74.9,,,70.8,78.7,3941,3596,POINT (-77.0462674 38.9208738),11001004001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001004001,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,1.4,,,1.3,1.5,3941,3596,POINT (-77.0462674 38.9208738),11001004001,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001010900,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,22.7,,,19.1,26.6,3333,2403,POINT (-77.0238475 38.8132364),11001010900,HLTHOUT,DEPRESSION,CrdPrv,Depression
2022,DC,District of Columbia,District of Columbia,11001,11001005801,BRFSS,Disability,Any disability among adults,%,Crude prevalence,18.3,,,15.6,21.0,1672,1570,POINT (-77.0205095 38.8975634),11001005801,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009102,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,12.8,,,11.5,14.3,4608,3683,POINT (-76.9888946 38.9187926),11001009102,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001002102,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,70.4,,,66.1,74.4,5099,3984,POINT (-77.0142356 38.9557854),11001002102,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001009904,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,15.2,,,13.6,16.9,2886,2076,POINT (-76.9311353 38.8851712),11001009904,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009102,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.2,,,10.9,13.5,4608,3683,POINT (-76.9888946 38.9187926),11001009102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001001804,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.6,,,10.3,12.9,5500,4129,POINT (-77.0304334 38.9670945),11001001804,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001003301,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,12.8,,,11.1,14.8,3824,3325,POINT (-77.0114293 38.9204778),11001003301,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2022,DC,District of Columbia,District of Columbia,11001,11001006900,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,3.1,,,2.7,3.4,2799,2294,POINT (-76.9873112 38.8836933),11001006900,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,DC,District of Columbia,District of Columbia,11001,11001005302,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,4.8,,,3.8,5.8,2518,2339,POINT (-77.0386443 38.9124517),11001005302,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,DC,District of Columbia,District of Columbia,11001,11001005003,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,88.2,,,85.5,90.6,2143,2058,POINT (-77.0307609 38.9074041),11001005003,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2022,DC,District of Columbia,District of Columbia,11001,11001007806,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.4,,,17.8,25.2,3457,2888,POINT (-76.932552 38.9055926),11001007806,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001008903,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,53.0,,,48.1,57.5,3062,2404,POINT (-76.977718 38.9041579),11001008903,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,DC,District of Columbia,District of Columbia,11001,11001007605,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,77.8,,,73.5,81.7,3663,2862,POINT (-76.9752566 38.8660433),11001007605,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001005802,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,7.1,,,6.2,8.1,2145,2058,POINT (-77.0265766 38.8979674),11001005802,HLTHSTAT,GHLTH,CrdPrv,General Health
2022,DC,District of Columbia,District of Columbia,11001,11001000903,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,2.4,,,2.1,2.7,4202,3953,POINT (-77.093331 38.9376821),11001000903,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001007903,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,19.4,,,16.9,22.0,1865,1509,POINT (-76.9743021 38.8964252),11001007903,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2022,DC,District of Columbia,District of Columbia,11001,11001010601,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,8.8,,,7.1,10.8,2130,2023,POINT (-77.0063018 38.907653),11001010601,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001001200,BRFSS,Disability,Any disability among adults,%,Crude prevalence,14.3,,,12.1,16.6,5371,4377,POINT (-77.0705215 38.9462221),11001001200,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001010400,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,69.2,,,64.5,73.4,4616,3616,POINT (-77.0009082 38.8512668),11001010400,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001002801,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,12.7,,,11.5,14.1,4398,3721,POINT (-77.0345166 38.9349477),11001002801,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001003000,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,3.9,,,3.5,4.4,3561,3032,POINT (-77.0299525 38.9288689),11001003000,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001980000,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.7,,,7.5,10.0,176,167,POINT (-77.0363219 38.8809933),11001980000,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,DC,District of Columbia,District of Columbia,11001,11001004002,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,75.9,,,72.1,79.2,3291,3095,POINT (-77.0437209 38.9181186),11001004002,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,DC,District of Columbia,District of Columbia,11001,11001003302,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,3.9,,,3.6,4.3,2434,2131,POINT (-77.0111677 38.9139237),11001003302,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001007707,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.8,,,20.8,29.0,3927,2970,POINT (-76.9353432 38.8779453),11001007707,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001002703,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,21.7,,,18.2,25.2,2614,2264,POINT (-77.0397435 38.9334921),11001002703,HLTHOUT,DEPRESSION,CrdPrv,Depression
2022,DC,District of Columbia,District of Columbia,11001,11001004901,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,22.6,,,17.8,27.8,3380,2925,POINT (-77.0244761 38.9113296),11001004901,HLTHOUT,OBESITY,CrdPrv,Obesity
2022,DC,District of Columbia,District of Columbia,11001,11001010202,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.6,,,8.3,10.9,2631,2454,POINT (-77.024577 38.8843563),11001010202,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001001200,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.5,,,1.4,1.6,5371,4377,POINT (-77.0705215 38.9462221),11001001200,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009603,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,17.6,,,14.9,20.6,3971,3034,POINT (-76.9477195 38.8918285),11001009603,RISKBEH,BINGE,CrdPrv,Binge Drinking
2022,DC,District of Columbia,District of Columbia,11001,11001007403,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,10.2,,,9.1,11.4,2613,1698,POINT (-76.9743805 38.8484714),11001007403,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001007808,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.6,,,21.7,29.7,3792,2833,POINT (-76.9192026 38.8922212),11001007808,RISKBEH,LPA,CrdPrv,Physical Inactivity
2021,DC,District of Columbia,District of Columbia,11001,11001000902,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,93.0,,,91.4,94.5,2317,1731,POINT (-77.1077517 38.9285125),11001000902,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2022,DC,District of Columbia,District of Columbia,11001,11001006400,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,4.7,,,4.3,5.2,2481,2042,POINT (-77.0114342 38.8688572),11001006400,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001009802,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,53.6,,,48.7,58.2,2064,1375,POINT (-76.9965578 38.8307312),11001009802,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,DC,District of Columbia,District of Columbia,11001,11001007201,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,4.5,,,4.0,5.1,2985,2786,POINT (-76.9999179 38.8738481),11001007201,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001002001,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,16.0,,,14.4,17.7,2926,2250,POINT (-77.0351061 38.9597034),11001002001,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001010300,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.2,,,6.3,10.4,3604,2818,POINT (-77.0271875 38.9761556),11001010300,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001002600,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,3.4,,,3.1,3.7,2592,2021,POINT (-77.0404553 38.9464323),11001002600,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001010300,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,7.9,,,7.1,8.7,3604,2818,POINT (-77.0271875 38.9761556),11001010300,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001003302,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,4.0,,,3.6,4.5,2434,2131,POINT (-77.0111677 38.9139237),11001003302,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001008702,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,22.3,,,17.4,27.5,3574,3181,POINT (-77.0013085 38.9150961),11001008702,HLTHOUT,OBESITY,CrdPrv,Obesity
2022,DC,District of Columbia,District of Columbia,11001,11001007901,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,37.8,,,33.2,42.8,4148,3165,POINT (-76.9804319 38.8965543),11001007901,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001007404,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,14.8,,,13.2,16.6,3637,2449,POINT (-76.9820932 38.8503364),11001007404,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001005203,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,76.2,,,72.3,79.7,2979,2889,POINT (-77.0331441 38.9077655),11001005203,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,DC,District of Columbia,District of Columbia,11001,11001009504,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,32.2,,,28.5,36.5,3208,2696,POINT (-76.9931121 38.9409032),11001009504,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001005202,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,6.0,,,5.3,6.7,3408,3167,POINT (-77.0344946 38.911127),11001005202,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001000600,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,8.3,,,7.4,9.3,4676,3848,POINT (-77.0675114 38.9368114),11001000600,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001002302,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.6,,,73.5,84.8,1762,1495,POINT (-77.0095843 38.934127),11001002302,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,DC,District of Columbia,District of Columbia,11001,11001004901,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,3.0,,,2.7,3.4,3380,2925,POINT (-77.0244761 38.9113296),11001004901,DISABLT,HEARING,CrdPrv,Hearing Disability
