X,Y,NAME,ADDRESS,LICENSE_NUMBER,LICENSE_TYPE,LICENSE_ISSUE_DATE,LICENSE_EXPIRATION_DATE,WARD,ZIPCODE,CONTACT_TYPE,EMAIL,PHONE,FAX_NUMBER,START_TIME,END_TIME,POINT_OF_CONTACT,OTHER_CONTACT_DESCRIPTION,C_O_HO_PERMIT_ISSUED_DATE,FIRE_INSPECTION_DATE,NUMBER_OF_INFANTS,NUMBER_OF_PRESCHOOL_CHILDREN,NUMBER_OF_TODDLERS,NUM_OF_SCHOOL_AGE_CHILDREN,AUTHORIZED_CAPACITY,INSPECTOR_ASSIGNED,LATITUDE,LONGITUDE,XCOORD,YCOORD,MAR_MATCHADDRESS,MARID,OBJECTID
-8573993.00204511,4716678.33481925,ARCOIRIS 123 DC,"605 Rittenhouse ST, NW ",CDX-102885,Full License,2024/09/24 04:00:00+00,2026/01/31 05:00:00+00,4,20011,Home Provider,aryaniamaya19@hotmail.com,(202) 650-9881,,,,Aryani Amaya,,2022/04/30 04:00:00+00,2024/10/22 04:00:00+00,3,0,5,0,8,Zulieka.Crawford@dc.gov,38.96512505,-77.0214873,398137.81,144134.93,605 RITTENHOUSE STREET NW,251570,140341
-8569303.84207961,4712074.09707583,Prep Enrichment Center 2,"1801 Monroe ST, NE ",CDC-102887,Full License,2024/10/09 04:00:00+00,2025/12/31 05:00:00+00,5,20018,Owner/Director,info@prepenrichmentcenter.com,(202) 506-4394,,,,Naimah Simkins,,2022/03/24 04:00:00+00,2024/10/02 04:00:00+00,6,0,24,0,30,kanell.johnson@dc.gov,38.93295872,-76.97936388,401789.23,140564.16,1801 MONROE STREET NE,150131,140342
-8574570.35168161,4709924.92747758,Love First Child Development Center Site # 2,"2033 11th Street, NW ",CDC-102888,Full License,2022/10/01 04:00:00+00,2025/10/31 04:00:00+00,1,20001,Owner/Director,s.taylorfleming@gmail.com,(202) 265-9040,,,,Shaquita Taylor-Fleming,,2022/08/03 04:00:00+00,2024/07/30 04:00:00+00,0,11,10,0,21,Makia.Tabourn@dc.gov,38.91793877,-77.02667372,397686.8,138896.99,2033 11TH STREET NW,239193,140343
-8574533.87998238,4709912.38450054,Love First Child Development Center Site # 1,"1000 V Street, NW ",CDC-102889,Full License,2022/10/01 04:00:00+00,2025/10/31 04:00:00+00,1,20001,Owner/Director,s.taylorfleming@gmail.com,(202) 290-9040,,,,Shaquita Taylor-Fleming,,2022/08/03 04:00:00+00,2024/07/30 04:00:00+00,21,32,22,0,75,Makia.Tabourn@dc.gov,38.91785144,-77.02634609,397715.21,138887.25,1000 V STREET NW,283908,140344
-8577086.25371275,4707635.66005494,La Petite Academy DBA Everbrook Academy 2,"2200 Pennsylvania AVE, NW ",CDC-102890,Full License,2023/10/20 04:00:00+00,2025/12/31 05:00:00+00,2,20037,Center Director,kmarinan@everbrookacademy.com,(240) 552-5493,,,,Kaylee Marinan,,2022/09/14 04:00:00+00,2024/11/18 05:00:00+00,16,16,8,0,40,Zulieka.Crawford@dc.gov,38.9019369,-77.04927445,395725.86,137121.43,2200 PENNSYLVANIA AVENUE NW,306440,140345
-8567655.13601883,4703387.47236721,Genesis One Kids,"1412 30th ST, SE ",CDX-102895,Full License,2023/03/01 05:00:00+00,2026/03/31 04:00:00+00,7,20020,Home Provider,genesisonekids@gmail.com,(301) 825-6292,,,,Shawquana Owen,,2022/11/14 05:00:00+00,2025/01/13 05:00:00+00,2,0,7,0,9,Zulieka.Crawford@dc.gov,38.8722321,-76.96455331,403075.98,133823.41,1412 30TH STREET SE,64620,140346
-8574026.10218941,4704145.47034159,Taylored Education LLC/DBA The Goddard School,"652 Maine AVE, SW Suite #810 ",CDC-102896,Full License,2024/06/25 04:00:00+00,2026/03/31 04:00:00+00,6,20024,Center Director,dwashingtondc2@goddardschools.com,(202) 318-1818,,,,Drianita Bristol,,2023/02/10 05:00:00+00,2023/02/02 05:00:00+00,32,0,32,0,64,kanell.johnson@dc.gov,38.87753287,-77.02178465,398109.72,134411.5,652 MAINE AVENUE SW,331592,140347
-8580298.74652656,4713195.84465917,City Ridge Kindercare,"15 Ridge Square, NW ",CDC-102897,Full License,2025/01/15 05:00:00+00,2026/05/31 04:00:00+00,3,20016,Center Director,nimat.elamin@kindercare.com,(202) 644-8354,,,,Ni'Mat El-Amin,,2023/02/14 05:00:00+00,2024/03/14 04:00:00+00,32,16,96,0,144,candia.faison@dc.gov,38.94079654,-77.07813275,393226.34,141436.96,15 RIDGE SQUARE NW,334726,140348
-8569361.25831305,4712015.82799547,18th Street Early Learning Child Development Center,"3414 18th ST, NE ",CDC-102850,Full License,2022/07/18 04:00:00+00,2025/03/31 04:00:00+00,5,20018,Owner/Director,mstearlylearningcdc@gmail.com,(202) 921-9525,,,,Anora Goldring,,2021/10/12 04:00:00+00,2024/07/17 04:00:00+00,8,11,8,0,27,candia.faison@dc.gov,38.93255121,-76.97987966,401744.52,140518.95,3414 18TH STREET NE,34928,140349
-8569919.88546354,4708881.63761876,Woodbridge Day Care Center VI,"1811 West Virginia AVE, NE ",CDC-102904,Full License,2024/10/25 04:00:00+00,2026/08/31 04:00:00+00,5,20002,Owner/Director,woodbridge_corporate@yahoo.com,(202) 607-6645,,,,Orpel Sanders,,2023/02/17 05:00:00+00,2024/05/01 04:00:00+00,6,12,20,0,38,stephanie.tindal@dc.gov,38.91064685,-76.98489789,401309.82,138087.26,1811 WEST VIRGINIA AVENUE NE,300578,140350
-8575346.03318204,4707184.40065644,Commerce Department Child Care Center by Reggio's Tree House,"15th & Pennsylvania AVE, NW Room# 1621 ",CDC-102909,Full License,2023/07/03 04:00:00+00,2026/07/31 04:00:00+00,2,20005,Owner/Director,kmahmud@reggiostreehouse.com,(703) 798-9754,,,,Kashef Mahmud,,2014/10/31 04:00:00+00,2024/09/04 04:00:00+00,8,0,16,0,24,ronica.milledge1@dc.gov,38.8987818,-77.03364179,397081.73151525,136770.60905235,,901414,140351
-8577250.02008383,4708351.22405788,Two Birds 2300 N Street,"2300 N ST, NW ",CDC-102910,Full License,2024/05/01 04:00:00+00,2026/06/30 04:00:00+00,2,20037,Other,carolreynolds@twobirdsinc.com,(202) 748-0060,,,,Carol Reynolds,Executive Director,2023/05/19 04:00:00+00,2024/04/03 04:00:00+00,24,56,32,0,112,candia.faison@dc.gov,38.90693882,-77.05074559,395598.56,137676.79,2300 N STREET NW,242335,140352
-8569361.82399801,4708092.42440752,"Easterseals Serving DC/MD/VA,  Inc","1151 Bladensburg RD , NE ",CDC-102911,Full License,2024/07/17 04:00:00+00,2026/09/30 04:00:00+00,5,20002,Center Director,mabbottdavis@eseal.org,(301) 254-1900,,,,Monique Abbott - Davis,,2023/06/05 04:00:00+00,2024/04/08 04:00:00+00,23,0,32,0,55,Makia.Tabourn@dc.gov,38.90513002,-76.97988474,401744.75,137474.93,1151 BLADENSBURG ROAD NE,285895,140353
-8572400.32282945,4707580.67520812,La Petite Academy DBA Everbrook Academy @FERC,"888 First ST, NE ",CDC-102912,Full License,2025/02/20 05:00:00+00,2026/11/30 05:00:00+00,6,20002,Owner/Director,kelly.garrison@learningcaregroup.com,(202) 502-8610,,,,Kelly Garrison,,2023/06/13 04:00:00+00,2023/05/31 04:00:00+00,16,16,28,0,60,jazmin.hunt@dc.gov,38.90155218,-77.00718003,399377.19,137077.63,888 1ST STREET NE,81586,140354
-8574688.77896567,4719553.80945922,Shepherd Park Children's Academy,"7838 Eastern AVE, NW ",CDC-102913,Full License,2024/08/27 04:00:00+00,2026/09/30 04:00:00+00,4,20012,Owner/Director,info@shepherdparkacademy.com,(202) 417-8932,,,,Kimberly Clarke,,2023/06/01 04:00:00+00,2023/06/01 04:00:00+00,8,14,24,7,53,jazmin.hunt@dc.gov,38.98520641,-77.02773757,397596.81,146364.3,7838 EASTERN AVENUE NW,285427,140355
-8571147.75319609,4704762.7540444,District Montessori,"530 7th ST,  SE ",CDC-102914,Full License,2023/08/30 04:00:00+00,2026/08/31 04:00:00+00,6,20003,Other,jackie@districtmontessori.org,(202) 415-8402,,,,Jaclyn Davidson,Head of School,2023/07/14 04:00:00+00,2023/07/07 04:00:00+00,0,16,24,0,40,Makia.Tabourn@dc.gov,38.88184991,-76.99592801,400353.31,134890.47,530 7TH STREET SE,11450,140356
-8574789.35497046,4714656.55016217,Tikva Daycare,"1209 Farragut ST, NW ",CDH-102915,Full License,2023/11/15 05:00:00+00,2026/11/30 05:00:00+00,4,20011,Home Provider,KDXENT@gmail.com,(202) 438-9779,,,,Kingsley,,2021/09/04 04:00:00+00,2024/08/26 04:00:00+00,4,0,2,0,6,Zulieka.Crawford@dc.gov,38.95100217,-77.02864106,397517.34,142567.33,1209 FARRAGUT STREET NW,252903,140357
-8574155.75356535,4705479.94420275,"FAA/ DOT Child Development Center, Inc","800 Independence AVE, SW Suite 132 & 213 ",CDC-102916,Full License,2024/07/15 04:00:00+00,2026/09/30 04:00:00+00,6,20591,Center Director,Sharleen.E-CTR.Smith@faa.gov,(202) 267-7673,,,,Sharleen Smith,,2020/08/13 04:00:00+00,2024/02/12 05:00:00+00,8,8,36,14,66,jazmin.hunt@dc.gov,38.88686495,-77.02294933,398008.92,135447.42,800 INDEPENDENCE AVENUE SW,79569,140358
-8567676.06141095,4711321.56458638,Kiddie Blossom University LLC Child Development Home,"2834 30th ST, NE ",CDH-102917,Full License,2024/01/05 05:00:00+00,2027/01/31 05:00:00+00,5,20018,Home Provider,kiddieblossom@gmail.com,(202) 560-7496,,,,Yazmin Cardoso,,2022/10/18 04:00:00+00,2022/09/13 04:00:00+00,2,0,4,0,6,kanell.johnson@dc.gov,38.92769996,-76.96474128,403057.29,139980.78,2834 30TH STREET NE,44044,140359
-8570847.79515504,4709750.28198613,Bright Start Brentwood,"1905 9th ST, NE ",CDC-102919,Full License,2024/04/15 04:00:00+00,2026/11/30 05:00:00+00,5,20018,Owner/Director,Brentwood@brightstartdconline.com,(202) 722-2273,,,,Marcia Hilaire-Finn,,2023/08/31 04:00:00+00,2023/08/17 04:00:00+00,8,26,87,0,121,kanell.johnson@dc.gov,38.91671811,-76.99323344,400586.82,138761.17,1905 9TH STREET NE,54411,140360
-8579853.47519514,4712431.26277214,Communikids Preschool LLC IX,"3400 Idaho AVE, NW Suite 200 ",CDC-102921,Full License,2024/11/22 05:00:00+00,2026/10/31 04:00:00+00,3,20016,Center Director,silvia@communikids.com,(202) 363-4431,,,,Silvia Gonzalez,,2023/09/08 04:00:00+00,2024/03/12 04:00:00+00,0,120,0,0,120,Zulieka.Crawford@dc.gov,38.93545449,-77.07413281,393572.63,140843.62,3400 IDAHO AVENUE NW,284650,140361
-8567633.20344341,4703081.43958155,UPO-OEL @ Randle Highland Early Childhood Education  Center,"1650 30th ST, SE ",CDC-102922,Full License,2025/02/14 05:00:00+00,2026/10/31 04:00:00+00,7,20020,Center Director,cstephens@upo.org,(202) 430-2425,,,,Crystal Stephens,,2023/02/17 05:00:00+00,2024/04/17 04:00:00+00,8,0,10,0,18,kimberly.handon-lindsey@dc.gov,38.87009174,-76.96435628,403093.17,133585.82,1650 30TH STREET SE,156337,140362
-8573957.08349432,4706319.95720665,FTC Child Care Center By Reggio's Treehouse,"600 Pennsylvania AVE, NW ",CDC-102923,Full License,2025/02/20 05:00:00+00,2027/03/31 04:00:00+00,2,20580,Other,kmahmud@reggiostreehouse.com,(703) 798-9754,,,,Kashef  Mahmud,President,,2024/10/16 04:00:00+00,8,15,8,0,31,yesset.makonnen@dc.gov,38.89273838,-77.02116465,398163.91,136099.38,600 PENNSYLVANIA AVENUE NW,238718,140363
-8563212.55086617,4706206.94407502,YMCA of Metropolitan Washington @ KIPP Smilow,"5300 Blaine ST, NE ",CDC-102925,Full License,2024/02/16 05:00:00+00,2027/02/28 05:00:00+00,7,20019,Center Director,keyonna.bennett@ymcadc.org,(202) 255-9964,,,,Keyonna Bennett,,2016/11/09 05:00:00+00,2023/04/19 04:00:00+00,0,37,0,138,175,candia.faison@dc.gov,38.89194821,-76.9246449,406537.33,136014.15,5300 BLAINE STREET NE,304054,140364
-8570270.64779134,4701155.77350114,YMCA of Metropolitan Washington @ KIPP Douglass,"2600 Douglass RD, SE ",CDC-102926,Full License,2024/02/09 05:00:00+00,2027/02/28 05:00:00+00,8,20020,Center Director,Kenesha.Dudley@ymcadc.org,(703) 598-2042,,,,Kenesha Dudley,,2013/02/20 05:00:00+00,,0,42,0,86,128,kimberly.handon-lindsey@dc.gov,38.85662232,-76.98804884,401037.32,132090.08,2600 DOUGLASS ROAD SE,311456,140365
-8573617.8586828,4708772.84552906,YMCA of Metropolitan Washington @ KIPP Shaw,"421 P ST, NW ",CDC-102927,Full License,2024/10/11 04:00:00+00,2027/07/31 04:00:00+00,2,20001,Center Director,Chanell.Chandler@ymcadc.org,(301) 821-7205,,,,Chanell Chandler,,2012/07/06 04:00:00+00,2024/03/27 04:00:00+00,0,37,0,60,97,ronica.milledge1@dc.gov,38.90988639,-77.01811734,398428.65,138002.89,421 P STREET NW,294487,140366
-8570969.88973774,4699001.40102717,YMCA of Metropolitan Washington @ KIPP Wheeler,"3301 Wheeler RD, SE ",CDC-102928,Full License,2024/05/01 04:00:00+00,2027/05/31 04:00:00+00,8,20032,Center Director,Antonio.Huff@ymcadc.org,(202) 317-0038,,,,Antonio Huff,,2021/12/01 05:00:00+00,2024/02/27 05:00:00+00,0,41,0,49,90,stephanie.tindal@dc.gov,38.84154981,-76.99433024,400492.22,130416.91,3301 WHEELER ROAD SE,294563,140367
-8569501.11516116,4708513.56570392,YMCA of Metropolitan Washington @ KIPP Webb,"1375 Mt. Olivet RD, NE ",CDC-102929,Full License,2024/05/01 04:00:00+00,2027/05/31 04:00:00+00,5,20002,Center Director,Malcolm.Parker@ymcadc.org,(301) 821-7205,,,,Malcom Parker,,2016/03/02 05:00:00+00,2024/01/17 05:00:00+00,0,52,0,98,150,Zulieka.Crawford@dc.gov,38.90807397,-76.98113601,401636.15,137801.71,1375 MOUNT OLIVET ROAD NE,286108,140368
-8570652.76575228,4697565.84408129,Early Childhood Academy Public Charter School,"885 Barnaby ST, SE ",CDC-102931,Full License,2024/06/24 04:00:00+00,2027/06/30 04:00:00+00,8,20032,Owner/Director,businessoffice@ecapcs.org,(202) 373-0035,,,,Wendy Edwards,,2019/11/21 05:00:00+00,2023/10/19 04:00:00+00,0,72,0,30,102,kanell.johnson@dc.gov,38.83150476,-76.99148147,400739.64,129301.86,885 BARNABY STREET SE,81585,140369
-8574528.43644366,4713980.80353493,Little Garden Child Development,"4601 Georgia AVE, NW ",CDX-102932,Full License,2024/04/10 04:00:00+00,2027/04/30 04:00:00+00,4,20011,Owner/Director,langue82@gmail.com,(301) 806-7362,,,,Maria Santos,,2023/09/19 04:00:00+00,2023/08/21 04:00:00+00,3,0,6,0,9,jazmin.hunt@dc.gov,38.94628121,-77.02629719,397720.36,142043.2,4601 GEORGIA AVENUE NW,252194,140370
-8570207.76177156,4710298.94414133,This Little Light  CDH INC,"2344 13th PL, NE ",CDX-102933,Full License,2024/06/12 04:00:00+00,2027/06/30 04:00:00+00,5,20018,Home Provider,thislittlelightcdh@gmail.com,(202) 656-8210,,,,Moses Sansbury,,2017/07/19 04:00:00+00,1900/01/01 05:00:00+00,6,0,3,0,9,kanell.johnson@dc.gov,38.92055317,-76.98748392,401085.38,139186.91,2344 13TH PLACE NE,48173,140371
-8576638.35609468,4708240.92766961,Bambini Play & Learn at Golden Triangle,2001 M Street NW Suite 200 ,CDC-102937,Full License,2024/11/05 05:00:00+00,2027/10/31 04:00:00+00,6,20036,Other,jennifer.paschal@otterlearning.com,(770) 309-7460,,,,Jennifer Paschal,VP of Operation,2023/12/15 05:00:00+00,2025/03/07 05:00:00+00,8,24,32,0,64,yesset.makonnen@dc.gov,38.90616814,-77.04525092,396075.1,137590.95,2001 M STREET NW,279507,140372
-8573847.45546403,4707925.54465867,Bambini Play & Learn at Mount Vernon,"1026 6th ST, NW ",CDC-102938,Full License,2025/01/30 05:00:00+00,2027/10/31 04:00:00+00,6,20001,Other,jennifer.paschal@otterlearning.com,(202) 737-5454,,,,Jennifer Paschal,VP of Operation,2024/01/16 05:00:00+00,2024/08/15 04:00:00+00,16,33,40,0,89,kanell.johnson@dc.gov,38.90396309,-77.02017984,398249.62,137345.43,1026 6TH STREET NW,238669,140373
-8574964.21599204,4706634.8381359,Bambini Play & Learn at Federal Triangle,"1300 Pennsylvania AVE, NW ",CDC-102940,Full License,2024/10/01 04:00:00+00,2027/10/31 04:00:00+00,2,20004,Other,jennifer.paschal@otterlearning.com,(202) 289-2984,,,,Jennifer Paschal,VP of Operation,2023/12/12 05:00:00+00,2024/04/01 04:00:00+00,16,28,32,0,76,yesset.makonnen@dc.gov,38.89493993,-77.03021187,397379.12,136343.99,1300 PENNSYLVANIA AVENUE NW,293198,140374
-8572429.55089045,4707343.39664211,Bambini Play & Learn at Noma,"750 1st Street, NE  unit 150 ",CDC-102942,Full License,2024/10/01 04:00:00+00,2027/10/31 04:00:00+00,6,20002,Other,jennifer.paschal@otterlearning.com,(202) 289-5090,,,,Jennifer Paschal,VP of Operation,2023/12/19 05:00:00+00,2024/03/20 04:00:00+00,32,44,88,0,164,yesset.makonnen@dc.gov,38.89989336,-77.00744259,399354.4,136893.49,750 1ST STREET NE,78854,140375
-8575582.1200157,4711882.8219192,Maria Paola Miranda Valencia,"1527 Park RD, NW APT 102 ",CDH-102943,Full License,2024/07/25 04:00:00+00,2027/07/31 04:00:00+00,1,20010,Home Provider,pmiranda53@gmail.com,(202) 735-8082,,,,Maria Paola Miranda,,2024/08/14 04:00:00+00,2015/09/16 04:00:00+00,4,0,2,0,6,kanell.johnson@dc.gov,38.93162211,-77.03576259,396899.19,140416.19,1527 PARK ROAD NW,234441,140376
-8574757.65158786,4713176.29547698,"Casa LaLa, LLC","1244 Taylor ST, NW ",CDC-102944,Full License,2025/02/21 05:00:00+00,2027/05/31 04:00:00+00,4,20011,Owner/Director,paulina@casalala.org,(603) 443-2973,,,,Marcela Tampe,,2024/02/28 05:00:00+00,2024/03/07 05:00:00+00,16,12,16,0,44,stephanie.tindal@dc.gov,38.94065995,-77.02835627,397541.67,141419.28,1244 TAYLOR STREET NW,283962,140377
-8575966.77400265,4711979.56675439,Prep Enrichment  Center 3,"3220 17th ST, NW   #C-10 ",CDC-102945,Full License,2024/05/17 04:00:00+00,2027/05/31 04:00:00+00,1,20010,Owner/Director,nsimkins@prepenrichmentcenter.com,(202) 506-4394,,,,Naimah Simkins,,2023/11/03 04:00:00+00,2023/10/19 04:00:00+00,8,0,12,0,20,candia.faison@dc.gov,38.93229816,-77.03921799,396599.62,140491.36,3220 17TH STREET NW,233527,140378
-8570783.47258776,4710720.59545566,Mundo De Fantasia LLC,"2610 10th ST, NE ",CDX-102947,Full License,2024/07/15 04:00:00+00,2027/07/31 04:00:00+00,5,20018,Owner/Director,mundo.childcare@gmail.com,(202) 834-1111,,,,Altagracia  Sanchez,,2016/08/16 04:00:00+00,2024/06/05 04:00:00+00,6,0,3,0,9,yesset.makonnen@dc.gov,38.92350005,-76.99265562,400636.87,139513.99,2610 10TH STREET NE,45850,140379
-8575120.89943466,4709988.75657704,TGS Union Row LLC,"2121 14th ST, NW ",CDC-102948,Full License,2024/10/01 04:00:00+00,2027/06/30 04:00:00+00,1,20009,Center Director,brittney.evans@thegardnerschool.com,(202) 961-6136,,,,Brittney Evans,,2024/03/08 05:00:00+00,2024/03/01 05:00:00+00,24,16,36,0,76,candia.faison@dc.gov,38.91838522,-77.03161938,397257.92,138946.65,2121 14TH STREET NW,306453,140380
-8571512.79749408,4702227.93718917,Cedar Tree Academy PCS,"701 Howard RD, SE ",CDC-102949,Full License,2024/08/23 04:00:00+00,2027/08/31 04:00:00+00,8,20020,Other,rcooper@cedartree-dc.org,(202) 610-4193,,,,Rasheeka Cooper,Director of Operation,2013/08/08 04:00:00+00,2017/01/09 05:00:00+00,0,48,0,111,159,Zulieka.Crawford@dc.gov,38.86412174,-76.99920726,400068.8,132922.54,701 HOWARD ROAD SE,300872,140381
-8573033.44459105,4716254.52972808,Capital City Public Charter School,"100 Peabody Street, NW ",CDC-102950,Full License,2024/09/13 04:00:00+00,2027/09/30 04:00:00+00,4,20011,Other,sleboo@ccpcs.org,(202) 808-9800,,,,Steve LeBoo,Director of Out of School,2012/08/01 04:00:00+00,2024/02/28 05:00:00+00,0,24,0,60,84,jazmin.hunt@dc.gov,38.96216486,-77.01286745,398884.8,143806.18,100 PEABODY STREET NW,277545,140382
-8569489.44266291,4702650.40485888,Miriams Growing Seeds Daycare,"1903 17th ST, SE ",CDX-102952,Full License,2024/07/23 04:00:00+00,2027/07/31 04:00:00+00,8,20020,Home Provider,miriampowell65@yahoo.com,(202) 321-3505,,,,Miriam Powell- Bowie,,2016/09/14 04:00:00+00,2024/03/04 05:00:00+00,4,2,2,1,9,stephanie.tindal@dc.gov,38.86707701,-76.98103116,401646.19,133250.73,1903 17TH STREET SE,54353,140383
-8569048.83448081,4713761.05535303,Amen Child Development Learning Center,"4433 19th PL, NE ",CDX-102953,Full License,2024/08/27 04:00:00+00,2027/08/31 04:00:00+00,5,20018,Home Provider,amencdc4433@gmail.com,(202) 560-6222,,,,Yeabsira Geda,,2024/03/30 04:00:00+00,2024/03/04 05:00:00+00,6,0,3,0,9,yesset.makonnen@dc.gov,38.94474592,-76.9770731,401987.52,141872.69,4433 19TH PLACE NE,21365,140384
-8571695.73695595,4705555.07908998,Starling Montessori School,"201 4th ST, SE ",CDC-102954,Full License,2025/02/27 05:00:00+00,2027/08/31 04:00:00+00,6,20003,Owner/Director,info@starlingmontessorischool.com,(202) 743-1359,,,,Fabienne Deaton,,2024/04/19 04:00:00+00,2024/04/09 04:00:00+00,0,0,12,0,12,jazmin.hunt@dc.gov,38.88739031,-77.00085063,399926.2,135505.49,201 4TH STREET SE,278032,140385
-8569893.52871718,4713447.40922469,Centronia - Bunker Hill,1404 Michigan Avenue NE ,CDC-102957,Full License,2024/07/12 04:00:00+00,2027/06/30 04:00:00+00,5,20017,Other,hvelasquez@centronia.org,(202) 332-4200,,,,Heriberto Velasquez,Snr. Director Early Childhood  Education,2024/04/23 04:00:00+00,2024/05/23 04:00:00+00,16,0,20,0,36,ronica.milledge1@dc.gov,38.94255421,-76.98466112,401329.76,141629.29,,812471,140386
-8571984.25046926,4715422.25554833,Discovery Learning Academy II,202 Rigg Rd NE ,CDC-102959,Full License,2024/07/05 04:00:00+00,2027/07/31 04:00:00+00,4,20011,Other,dnltysn@gmail.com,(202) 276-9059,,,,Daniel Tyson,CEO / Owner,2024/05/09 04:00:00+00,2024/05/06 04:00:00+00,8,13,33,0,54,candia.faison@dc.gov,38.95635122,-77.00344239,399701.63,143160.74,202 RIGGS ROAD NE,302032,140387
-8572955.79576668,4714960.60964172,Arsema Childcare,"5130 New Hampshire AVE, NW ",CDX-102960,Full License,2024/08/29 04:00:00+00,2027/08/31 04:00:00+00,4,20011,Home Provider,saba.kidane72@gmail.com,(202) 294-0823,,,,Saba Kidane,,2023/06/12 04:00:00+00,2023/04/20 04:00:00+00,4,0,5,0,9,kanell.johnson@dc.gov,38.95312598,-77.01216992,398945.12,142802.81,5130 NEW HAMPSHIRE AVENUE NW,259380,140388
-8568601.77510938,4707012.46584218,"Carmen's Pride & Joy, Inc. D/B/A Pride & Joy Early Learning Academy","563 23rd PL, NE ",CDX-102961,Full License,2024/07/12 04:00:00+00,2027/07/31 04:00:00+00,7,20002,Home Provider,cpjhome@yahoo.com,(202) 596-6641,,,,Carmencita D. Jones,,2024/05/07 04:00:00+00,2024/03/21 04:00:00+00,6,0,3,0,9,Zulieka.Crawford@dc.gov,38.89757976,-76.97305711,402337.21,136636.98,563 23RD PLACE NE,7365,140389
-8577380.20235609,4706861.44611333,"Diplotots/Brynmor Lorton, LLC","2401 E Street, NW ",CDC-102963,Full License,2024/12/18 05:00:00+00,2027/07/31 04:00:00+00,2,20226,Owner/Director,diplotots@brynmorearlyed.com,(202) 663-3555,,,,Rhian Allvin,,2019/07/09 04:00:00+00,2024/03/26 04:00:00+00,24,20,28,0,72,ronica.milledge1@dc.gov,38.89652426,-77.05191504,395496.47,136520.71,2401 E STREET NW,274047,140390
-8565458.59884623,4706074.44688105,KCE Champions LLC @ Benning Elementary,"100 41st ST, NE ",CDC-102969,Full License,2024/12/27 05:00:00+00,2027/12/31 05:00:00+00,7,20019,Other,janelle.mercurio@discoverchampions.com,(703) 473-0456,,,,Janelle Mercurio,Area Manaager,2016/03/18 04:00:00+00,2024/05/16 04:00:00+00,0,24,0,30,54,kanell.johnson@dc.gov,38.8910218,-76.94482148,404787,135910.06,100 41ST STREET NE,294468,140391
-8571071.84702961,4706586.55073484,Petit Scholars Capitol Hill,"342 8th ST, NE ",CDC-102970,Full License,2024/09/11 04:00:00+00,2027/09/30 04:00:00+00,5,20002,Owner/Director,lashada@petitscholars.com,(202) 500-5267,,,,La Shada Ham-Campbell,,2024/05/20 04:00:00+00,2024/05/08 04:00:00+00,8,8,8,0,24,kimberly.handon-lindsey@dc.gov,38.89460232,-76.99524613,400412.4,136306.09,342 8TH STREET NE,34877,140392
-8567415.98299697,4702944.83621752,"Little Rockets, LLC",3126 Westover Drive SE ,CDX-102971,Full License,2024/08/27 04:00:00+00,2027/08/31 04:00:00+00,7,20020,Home Provider,littlerocketsdc@yahoo.com,(917) 484-1612,,,,Rocket West,,2019/09/25 04:00:00+00,2024/03/20 04:00:00+00,4,0,5,0,9,kanell.johnson@dc.gov,38.86913599,-76.96240496,403262.55,133479.83,3126 WESTOVER DRIVE SE,313001,140393
-8573821.90144546,4711631.74142672,Mario Natanni,"3120 Warder ST, NW ",CDX-102972,Full License,2024/08/27 04:00:00+00,2027/08/31 04:00:00+00,1,20010,Home Provider,marionatanni@yahoo.com,(301) 905-8581,,,,Mario Natanni,,2024/05/10 04:00:00+00,2024/03/08 05:00:00+00,6,0,3,0,9,ronica.milledge1@dc.gov,38.92986722,-77.01995028,398270.16,140221,3120 WARDER STREET NW,229266,140394
-8572924.23121739,4703207.99629025,University For Kids Capitol Riverfront,"1550 First ST, SW   Unit C-1 ",CDC-102973,Full License,2025/03/06 05:00:00+00,2027/08/31 04:00:00+00,6,20024,Other,anelson@kiddieuniversity.com,(771) 233-7668,,,,April Nelson-Brooks,Managing Director,2024/06/27 04:00:00+00,2024/06/04 04:00:00+00,8,0,24,0,32,stephanie.tindal@dc.gov,38.87097654,-77.01188638,398968.51,133683.54,1550 1ST STREET SW,60745,140395
-8563992.43819839,4704223.81032489,The Caring Corner Academy Daycare,"5019 Benning RD, SE ",CDH-102975,Full License,2025/01/09 05:00:00+00,2028/01/31 05:00:00+00,7,20019,Home Provider,redseada@gmail.com,(443) 674-6023,,,,Saada Redi,,2024/07/01 04:00:00+00,2024/06/17 04:00:00+00,2,0,3,0,5,Zulieka.Crawford@dc.gov,38.87808105,-76.93165074,405930.7,134474.31,5019 BENNING ROAD SE,307309,140396
-8574270.15017465,4710768.20046617,KinderCare LLC @ Old Banneker Building,"800 Euclid ST, NW ",CDC-102978,Full License,2024/12/12 05:00:00+00,2027/12/31 05:00:00+00,1,20001,Other,tomekia.wilburn@discoverchampions.com,(571) 567-4322,,,,Tomekia Wilburn,Area Manager,2024/04/17 04:00:00+00,2024/06/28 04:00:00+00,0,16,0,24,40,candia.faison@dc.gov,38.92383276,-77.02397697,397920.84,139551.17,800 EUCLID STREET NW,294496,140397
